Grid Location,Raw Volume,Raw Volume,Raw Volume Avg.,Raw Volume,Raw Volume,Raw Volume Avg.,Raw Volume,Raw Volume,Raw Volume Avg.,Raw Volume,Raw Volume,Raw Volume Avg.,UniGene,Gene Name
GRID-   4-R11C12,24728.54,33981.6,29355.07,23090.1,24401.32,23745.71,22673.62,26507.45,24590.535,25901.99,25874.69,25888.34,Hs.74602,AQUAPORIN-CHIP
GRID-   4-R12C1,6942.49,10824.15,8883.32,6713.79,6356,6534.895,8609.77,8678.39,8644.08,8496.42,8517.88,8507.15,Hs.58593,"TRANSCRIPTIONINITIATIONFACTORIIF,BETASUBUNIT"
GRID-   4-R12C2,7088.31,11503.92,9296.115,6526.81,7060.33,6793.57,9457.05,9209.8,9333.425,10119.26,9606.48,9862.87,Hs.54451,"Laminin,gamma1(formerlyLAMB2)"
GRID-   4-R12C3,6874.92,10068.32,8471.62,6548.37,6370.16,6459.265,8411.4,8527.82,8469.61,8061.62,9925.8,8993.71,Hs.77770,"clathrin-likeprotein,completecds"
GRID-   4-R12C4,9584.73,12053.57,10819.15,7066.76,7608.43,7337.595,9515.31,10460.64,9987.975,9141.88,11362.7,10252.29,Hs.118797,"E2ubiquitinconjugatingenzymeUbcH5C(UBCH5C)mRNA,completecds"
GRID-   4-R12C5,21850.06,24455.29,23152.675,17718.59,16965.51,17342.05,19789.81,23574.05,21681.93,20091.84,21596.82,20844.33,Hs.200526,"tumornecrosisfactortype2receptorassociatedprotein(TRAP3)mRNA,completecds"
GRID-   4-R12C6,9895.9,12766.66,11331.28,8374.68,7516.64,7945.66,10723.03,21483.01,16103.02,9857.35,13314.05,11585.7,Hs.78993,"RasGAP-relatedprotein(IQGAP2)mRNA,completecds"
GRID-   4-R12C7,7941.48,11214.13,9577.805,7401.34,7165.57,7283.455,8204.52,11735.83,9970.175,7517.75,9301.07,8409.41,Hs.343871 ,GlycophorinB
GRID-   4-R12C8,8523.36,12999.34,10761.35,6953.21,8187.21,7570.21,8627.93,9800.51,9214.22,6734.94,10023.71,8379.325,Hs.349650,V-raf-1murineleukemiaviraloncogenehomolog1
GRID-   4-R12C9,9515.51,14445.34,11980.425,7325.79,8725.17,8025.48,9362.76,10490.81,9926.785,8846.78,11497.54,10172.16,Hs.102308,"uKATP-1,completecds"
GRID-   4-R12C10,20889.29,28084.33,24486.81,18664.38,19446.19,19055.285,21584.7,22943.13,22263.915,19697.86,21900.62,20799.24,Hs.101299,"vasopressin-activatedcalciummobilizingputativereceptorprotein(VACM-1)mRNA,completecds"
GRID-   4-R12C11,8907.93,17156.43,13032.18,8906.83,10396.01,9651.42,11381.55,13514.35,12447.95,10698.65,13195.59,11947.12,Hs.170808,Glutamatedecarboxylase2
GRID-   4-R12C12,8186.79,16511.33,12349.06,7862.8,9281.56,8572.18,9318.17,13161.36,11239.765,10208.52,12766.22,11487.37,Hs.26014,"ActivinAreceptor,typeII"
GRID-   5-R1C1,7403.05,10025.03,8714.04,9981.61,8975.92,9478.765,9017.11,9993.07,9505.09,9419.81,9611.94,9515.875,Hs.17528,"ESTs,HighlysimilartoNEURON-SPECIFICX11PROTEIN[]"
GRID-   5-R1C2,29694.67,33336.27,31515.47,31352.99,30563.92,30958.455,29772.02,32667.77,31219.895,29876.63,35872.57,32874.6,Hs.239298,Microtubule-associatedprotein4
GRID-   5-R1C3,11561.71,12272.02,11916.865,10534.21,10336.6,10435.405,12072.02,13099.02,12585.52,9995.5,12245.16,11120.33,Hs.26770,"fattyacidbindingprotein,completecds"
GRID-   5-R1C4,10121.15,9837.33,9979.24,8705.63,8782.31,8743.97,9433.49,10483.18,9958.335,10751.56,9571.6,10161.58,Hs.93597,"Cyclin-dependentkinase5,regulatorysubunit"
GRID-   5-R1C5,8655.55,8361.67,8508.61,8176.55,6915.51,7546.03,7860.01,8897.79,8378.9,7435.48,7604.87,7520.175,Hs.20074,"ESTs,Weaklysimilartomicrotubule-vesiclelinkerCLIP-170[]"
GRID-   5-R1C6,8869.87,8911.95,8890.91,8790.01,8216.3,8503.155,8246.24,8397.04,8321.64,9583.72,9089.33,9336.525,Hs.153937,"activatedp21cdc42Hskinase(ack)mRNA,completecds"
GRID-   5-R1C7,9117.49,8602.6,8860.045,9107.56,8181.48,8644.52,10085.69,12472.57,11279.13,10051.66,9547.33,9799.495,Hs.748,"fibroblast growth factor receptor 1 (fms-related tyrosine kinase 2, Pfeiffer syndrome)"
GRID-   5-R1C8,8854.22,10194.45,9524.335,8997.81,8090.79,8544.3,9977.66,9701.96,9839.81,7405.06,9334.77,8369.915,Hs.278430,"CytochromeP450,subfamilyXXI(steroid21-hydroxylase,congenitaladrenalhyperplasia)"
GRID-   5-R1C9,10346.94,12387.78,11367.36,11259.25,10688.57,10973.91,10570.87,11827.45,11199.16,10152.24,11271.73,10711.985,Hs.99902,Opioid-binding cell adhesion molecule
GRID-   5-R1C10,8170.5,9644.63,8907.565,9371.77,7698.56,8535.165,8982.32,10180.89,9581.605,8205.54,11154.48,9680.01,Hs.168383,"Intercellular adhesion molecule 1 (CD54), rhinovirus receptor"
GRID-   5-R1C11,14229,15527.04,14878.02,14308.93,14478.42,14393.675,24521.21,24134.34,24327.775,15562.75,22933.77,19248.26,Hs.184276,ezrin-radixin-moesin binding phosphoprotein-50 
GRID-   5-R1C12,9382.25,11125.06,10253.655,8945.81,7242.91,8094.36,9574.09,11152.1,10363.095,7450.75,10094.6,8772.675,Hs.184691,"ESTs, Highly similar to RAS-RELATED PROTEIN RAB-3C [Bostaurus]"
GRID-   5-R2C1,6412.31,7931.89,7172.1,7953.62,7672.65,7813.135,9727.65,8018.19,8872.92,6640.5,8054.22,7347.36,Hs.78465,"c-junprotooncogene(JUN),completecds,clonehCJ-1"
GRID-   5-R2C2,11209.34,12672.94,11941.14,9366.99,10048.57,9707.78,9631.73,10666.04,10148.885,9132.51,11270.47,10201.49,Hs.82163,MonoamineoxidaseB
GRID-   5-R2C3,9163.68,8172.21,8667.945,7804.65,8175.93,7990.29,7941.05,9530.95,8736,7549.65,8276.65,7913.15,Hs.5307,synaptopodin
GRID-   5-R2C4,9836.65,9939.39,9888.02,9218.54,8194.86,8706.7,9047.05,10925.28,9986.165,8097.76,9757.73,8927.745,Hs.166161,DYNAMIN-1
GRID-   5-R2C5,8368.5,8934.65,8651.575,7595.86,7765.45,7680.655,8145.08,9345.15,8745.115,6867.21,8198.14,7532.675,Hs.75219,Tyrosinase-relatedprotein1
GRID-   5-R2C6,10013.75,11893.1,10953.425,10921,10274.58,10597.79,8900.66,12062.76,10481.71,8845.77,10988.75,9917.26,Hs.5353,"apoptoticcysteineproteaseMch4(Mch4)mRNA,completecds"
GRID-   5-R2C7,27251.25,30964.35,29107.8,27926.48,28233.4,28079.94,28421.67,30900.03,29660.85,24067.87,30842.06,27454.965,Hs.181243,CAMP-dependenttranscriptionfactorATF-4(CREB2)
GRID-   5-R2C8,8947.89,9803.84,9375.865,9030.05,7703.78,8366.915,9075.35,10170.81,9623.08,8441.93,9612.1,9027.015,Hs.174031,CytochromecoxidasesubunitVIb
GRID-   5-R2C9,8441.58,12456.88,10449.23,8888.77,7976.1,8432.435,9285.61,9744.5,9515.055,7054.79,10749.86,8902.325,Hs.169610,CD44 antigen (cell adhesion molecule)
GRID-   5-R2C10,7877.68,9880.08,8878.88,8138.87,6971.99,7555.43,8769.76,9041.89,8905.825,7146.75,9380.22,8263.485,Hs.74592,EMPTY
GRID-   5-R2C11,13585.83,14787.09,14186.46,12641.44,10988.53,11814.985,14136.14,15322.59,14729.365,13279.61,16997.63,15138.62,Hs.19012,Rab9 effector p40 
GRID-   5-R2C12,9361.5,10842.92,10102.21,9318,7321.75,8319.875,12003.24,15563.26,13783.25,11181.05,12499.81,11840.43,Hs.14927,"ESTs, Highly similar to TUBULIN ALPHA CHAIN [Lytechinus pictus]"
GRID-   5-R3C1,6497.95,7968.26,7233.105,7789.9,6684.43,7237.165,7814.07,7785.92,7799.995,6543.59,8151.81,7347.7,Hs.115617,Corticotropinreleasinghormone-bindingprotein
GRID-   5-R3C2,7044.2,8166.35,7605.275,7884.46,8097.23,7990.845,8200.66,8337.29,8268.975,7542.24,10592.51,9067.375,Hs.82226,NeuromedinB
GRID-   5-R3C3,8524.44,9166.09,8845.265,9046.24,7707.9,8377.07,7828.93,9450.79,8639.86,7582.54,11609.65,9596.095,Hs.108332,"E2ubiquitinconjugatingenzymeUbcH5B(UBCH5B)mRNA,completecds"
GRID-   5-R3C4,7968.6,9595.75,8782.175,8975.74,9024.37,9000.055,8341.61,10031.45,9186.53,7841.46,11338.61,9590.035,Hs.1395,Earlygrowthresponse2(Krox-20(Drosophila)homolog)
GRID-   5-R3C5,8356.78,8046.08,8201.43,7180.98,6906.63,7043.805,6690.99,8808.46,7749.725,6004.63,7940.43,6972.53,Hs.20196,adenylate cyclase 9
GRID-   5-R3C6,8210.81,9238.42,8724.615,8438.84,7651.37,8045.105,7585.51,10336.85,8961.18,6673.46,8469.5,7571.48,Hs.3280,"cysteineproteaseMch2isoformalpha(Mch2)mRNA,completecds"
GRID-   5-R3C7,10755.04,11570.91,11162.975,9386.7,8537.06,8961.88,9941.89,10983.91,10462.9,7881.93,10412.53,9147.23,Hs.152096,"CytochromeP450,subfamilyIIJ(arachidonicacidepoxygenase)polypeptide2"
GRID-   5-R3C8,7433.57,8469.01,7951.29,8603.3,7633.51,8118.405,8355.43,8930.4,8642.915,6372.88,8340.26,7356.57,Hs.99160,ESTs
GRID-   5-R3C9,8913.78,10906.19,9909.985,10303.67,8397.36,9350.515,9554.67,10364.89,9959.78,8805.08,11074.45,9939.765,Hs.76206,D4 plasmid replacement
GRID-   5-R3C10,7572.3,8468.12,8020.21,9324.4,6749.57,8036.985,7424.22,7977.08,7700.65,8259.53,9917.53,9088.53,Hs.7720,"ESTs, Highly similar to DYNEIN HEAVY CHAIN, CYTOSOLIC [Rattus norvegicus]"
GRID-   5-R3C11,12204.9,15199.52,13702.21,14392.44,12976.27,13684.355,13164.85,13333.84,13249.345,13069.03,13587.25,13328.14,Hs.75199,protein phosphatase 2A B56-beta (PP2A) 
GRID-   5-R3C12,7779.25,9039.86,8409.555,8192.09,7171.02,7681.555,8382.86,8039.95,8211.405,7690.13,8606.92,8148.525,Hs.103688,"ESTs, Highly similar to actin-binding protein [M.musculus]"
GRID-   5-R4C1,10373.87,6858.35,8616.11,7015.1,6480.57,6747.835,8207.86,9056.43,8632.145,6510.02,7300.26,6905.14,Hs.1424,Flavin-containingmonooxygenase1
GRID-   5-R4C2,10339.53,10547.44,10443.485,8989.72,8823.41,8906.565,8360.32,9096.68,8728.5,8894.63,10054,9474.315,Hs.25647,P55-C-FOSPROTO-ONCOGENEPROTEIN
GRID-   5-R4C3,25955.83,31025.32,28490.575,28756.94,28489.85,28623.395,24622.28,29609.37,27115.825,28610.69,31823.38,30217.035,Hs.83081,"GTPcyclohydrolaseIfeedbackregulatoryproteingene,completecds"
GRID-   5-R4C4,30526.93,34010.89,32268.91,28675.39,30316.25,29495.82,26734.2,33045.91,29890.055,28811.39,34027.94,31419.665,Hs.75772,Glucocorticoidreceptor
GRID-   5-R4C5,10570.69,9728.89,10149.79,8652.95,8705.01,8678.98,8541.02,10779.65,9660.335,8894.6,9552.2,9223.4,Hs.70589,"ESTs,HighlysimilartoXFINPROTEIN[Xenopuslaevis]"
GRID-   5-R4C6,8928.65,9806.45,9367.55,9073.44,8699.34,8886.39,9099.06,9589.25,9344.155,7803.48,9060.52,8432,Hs.117487,"cloneRES4-25,partialcds"
GRID-   5-R4C7,9232.87,10175.35,9704.11,9977.09,9121.67,9549.38,8670.51,8996.8,8833.655,7812.69,9700.35,8756.52,Hs.1363,"CytochromeP450,subfamilyXVII(steroid17-alpha-hydroxylase),adrenalhyperplasia"
GRID-   5-R4C8,16059.46,19943.35,18001.405,17451.21,17905.3,17678.255,17623.44,18175.05,17899.245,15135.55,19207.93,17171.74,Hs.69499,ENK PCR replacement
GRID-   5-R4C9,11394.41,12902.84,12148.625,11718.98,10808.15,11263.565,10149.8,12809.45,11479.625,10908.07,11964.04,11436.055,Hs.82422,D2 plasmid replacement
GRID-   5-R4C10,8553.86,9113.72,8833.79,10169.13,7822.97,8996.05,9383.39,9197.14,9290.265,7848.59,9870.13,8859.36,Hs.77142,"ESTs, Highly similar to MUSCLE-CADHERIN [Mus musculus]"
GRID-   5-R4C11,9192.18,10811.08,10001.63,9924.39,8604.9,9264.645,9143.52,9700.3,9421.91,10047.47,9503.4,9775.435,Hs.99234,protein phosphatase with EF-hands-1 (PPEF-1) 
GRID-   5-R4C12,7752.76,9120.03,8436.395,9939.33,8458.66,9198.995,9257.25,9362.5,9309.875,11099.4,11224.69,11162.045,Hs.109302,"ESTs, Highly similar to plakophilin 2b "
GRID-   5-R5C1,7735.65,7837.03,7786.34,7254.73,7339.85,7297.29,7119.91,8991.08,8055.495,7366.85,7882.31,7624.58,Hs.7195,"Gamma-aminobutyricacid(GABA)Areceptor,gamma2"
GRID-   5-R5C2,9000.39,9713.66,9357.025,8375.09,8275.93,8325.51,7918.28,10557.62,9237.95,8149,8875.05,8512.025,Hs.181013,Phosphoglyceratemutase1(brain)
GRID-   5-R5C3,10285.67,10684.28,10484.975,8229.05,9744.28,8986.665,9634.9,10400.52,10017.71,8415.31,9851.18,9133.245,Hs.88919,"basictranscriptionfactor2p44(btf2p44)gene,partialcds,neuronalapoptosisinhibitoryprotein(naip)andsurvivalmotorneuronprotein(smn)genes,completecds"
GRID-   5-R5C4,10629.61,11894.29,11261.95,9003.89,9310.37,9157.13,9628.32,10636.45,10132.385,8940.55,14830.54,11885.545,Hs.89582,"Glutamatereceptor,ionotropic,AMPA2"
GRID-   5-R5C5,9283.53,9439.26,9361.395,9210.78,9294.43,9252.605,9574.16,9246.73,9410.445,7780.5,10848.03,9314.265,Hs.24655,"ESTs,ModeratelysimilartoRarprotein[]"
GRID-   5-R5C6,19316.16,22943.93,21130.045,19506.41,20808.82,20157.615,20140.06,21679.47,20909.765,18518.25,21892.03,20205.14,Hs.84029,"proteintyrosinephosphatase1E(PTP1E)mRNA,completecds"
GRID-   5-R5C7,10291.54,12369.34,11330.44,10656.87,10729.19,10693.03,9336.43,10536.11,9936.27,9191.94,11381.81,10286.875,Hs.115285,DihydrolipoamideS-acetyltransferase(E2componentofpyruvatedehydrogenasecomplex)
GRID-   5-R5C8,27170.78,33306.77,30238.775,27396.74,29246.27,28321.505,25474.35,27991.44,26732.895,24872.9,33763.27,29318.085,Hs.108489,"ESTs,Moderatelysimilarto14-3-3PROTEINTAU[]"
GRID-   5-R5C9,10569.91,11891.26,11230.585,11371.55,10139.34,10755.445,11222.24,13484.29,12353.265,12507.02,15657.71,14082.365,Hs.272480,Cellular adhesion regulatory molecule 
GRID-   5-R5C10,7936.53,10278.76,9107.645,9235.79,7521.04,8378.415,8835.85,9361.95,9098.9,7757.01,9746.6,8751.805,Hs.21635,"tubulin, gamma polypeptide"
GRID-   5-R5C11,8798.42,13452.09,11125.255,12431.38,10783.58,11607.48,11176.02,10253.33,10714.675,12264.46,10835.35,11549.905,Hs.100469,AF-6  
GRID-   5-R5C12,25005.07,31800.03,28402.55,30159.86,32000.18,31080.02,34844.58,33289.59,34067.085,29414.45,37071.4,33242.925,Hs.102761,Glucocorticoid receptor alpha  
GRID-   5-R6C1,5450.52,8006.97,6728.745,7428.15,7420.7,7424.425,7690.45,9171.13,8430.79,7406.43,8215.46,7810.945,Hs.1686,"Guaninenucleotidebindingprotein(Gprotein),alpha11(Gqclass)"
GRID-   5-R6C2,8095.45,8686.21,8390.83,7821.44,7917.93,7869.685,7969.47,8980.3,8474.885,7533.73,8711.17,8122.45,Hs.2891,"ProteinkinaseC,mu"
GRID-   5-R6C3,9790.96,9922.5,9856.73,9021.6,9804.62,9413.11,10199.24,9950.43,10074.835,9237.49,11206.16,10221.825,Hs.31622,"contactinassociatedprotein(Caspr)mRNA,completecds"
GRID-   5-R6C4,9228.49,8619.51,8924,8253.8,7911.88,8082.84,8411.21,9140.32,8775.765,7450.26,12092.89,9771.575,Hs.3786,"Glutamatereceptor,metabotropic3"
GRID-   5-R6C5,9048.62,8278.7,8663.66,9274.81,8126.77,8700.79,7568.62,8043.01,7805.815,7538.94,10436.81,8987.875,Hs.80887,V-yes-1Yamaguchisarcomaviralrelatedoncogenehomolog
GRID-   5-R6C6,16462.96,17501.28,16982.12,17311.07,16929.87,17120.47,15662.4,18455.82,17059.11,14664.07,19068.34,16866.205,Hs.117893,MethylmalonylCoenzymeAmutase
GRID-   5-R6C7,8162.07,8508.3,8335.185,8685.73,8889.14,8787.435,8216.95,9386.21,8801.58,7450.99,8564.68,8007.835,Hs.289061,betaglucuronidasepseudogene
GRID-   5-R6C8,9528.65,13888.13,11708.39,11084.59,12124.24,11604.415,9218.82,9832.72,9525.77,11053.71,11067.31,11060.51,Hs.90847,"ESTs, Weakly similar to Similarity with yeast transcription factor TAU 131KD subunit [C.elegans]"
GRID-   5-R6C9,32124.85,35871.9,33998.375,29191.93,32494.63,30843.28,29875.09,30389.96,30132.525,32323.61,35795.74,34059.675,Hs.81343,"Collagen, type II, alpha 1 (primary osteoarthritis, spondyloepiphysealdysplasia, congenital)"
GRID-   5-R6C10,9309.82,11048.18,10179,9241.96,8320.88,8781.42,9445.94,10862.95,10154.445,9811.24,10533.41,10172.325,Hs.149846,"ESTs, Highly similar to integrin beta-5 subunit "
GRID-   5-R6C11,7835.23,10981.79,9408.51,9787.71,8223.07,9005.39,9678.4,10161.15,9919.775,8430.18,9919.83,9175.005,Hs.7616,alpha-tubulin isotype H2-alpha 
GRID-   5-R6C12,10142.12,11925.98,11034.05,9566.95,9548.91,9557.93,10253.01,9901.01,10077.01,10321.95,9966.83,10144.39,Hs.151469,CASK  
GRID-   5-R7C1,5528.4,6911.72,6220.06,5753.15,7065.37,6409.26,7043.02,8142.52,7592.77,6417.15,7189.95,6803.55,Hs.170157,"MyosinVA(heavypolypeptide12,myoxin)"
GRID-   5-R7C2,6841.01,7553.06,7197.035,7564.95,7736.68,7650.815,7808.82,8874.03,8341.425,7029.77,8981.06,8005.415,Hs.77643,"FK-506bindingprotein(fkbp12.6)gene,completecds"
GRID-   5-R7C3,6773.74,7400.57,7087.155,7001.08,6462.9,6731.99,6841.15,8260.27,7550.71,6324.61,9083.42,7704.015,Hs.5049,"Tyrosine3-monooxygenase/tryptophan5-monooxygenaseactivationprotein,betapolypeptide"
GRID-   5-R7C4,9398.78,8100.22,8749.5,7922.68,7777.55,7850.115,7979.13,8898.57,8438.85,6664.41,8711.27,7687.84,Hs.79019,"neuronalapoptosisinhibitoryproteinmRNA,completecds"
GRID-   5-R7C5,8725.73,8168.17,8446.95,8368.34,7569.01,7968.675,7028.46,8435.89,7732.175,7111.11,9459,8285.055,Hs.74621,"Prionprotein(p27-30)(Creutzfeld-Jakobdisease,Gerstmann-Strausler-Scheinkersyndrome,fatalfamilialinsomnia)"
GRID-   5-R7C6,20141.47,21217.26,20679.365,17671.56,19251.58,18461.57,16275.98,20265.01,18270.495,13671.98,21459.06,17565.52,Hs.273385,"Guaninenucleotidebindingprotein(Gprotein),alphastimulatingactivitypolypeptide1"
GRID-   5-R7C7,7956.98,8003.55,7980.265,8129.34,7736.96,7933.15,7511.29,8852.42,8181.855,7471.92,8989.31,8230.615,Hs.83428,NuclearfactorofkappalightpolypeptidegeneenhancerinB-cells1(p105)
GRID-   5-R7C8,8112.7,9688.71,8900.705,6985.61,8374.89,7680.25,7748.37,7841.35,7794.86,7345.51,8320.64,7833.075,Hs.75253,NAD(H)-specificisocitratedehydrogenasegammasubunit
GRID-   5-R7C9,9120.87,11294.05,10207.46,8414.69,8344.08,8379.385,9180.46,9732.53,9456.495,9368.7,12150.07,10759.385,Hs.21537,"Protein phosphatase 1, catalytic subunit, beta isoform"
GRID-   5-R7C10,6853.57,8778.16,7815.865,7183.14,6623.1,6903.12,8078.24,9358.85,8718.545,7252.11,8539.89,7896,Hs.82066,phospholipase C 
GRID-   5-R7C11,6304.45,10305.51,8304.98,8924.93,7090.53,8007.73,8450.46,7958.95,8204.705,7042.02,7783.15,7412.585,Hs.119571,"collagen, type III, alpha 1"
GRID-   5-R7C12,7227.6,8643.97,7935.785,7661.26,9380.07,8520.665,9019.23,8053.78,8536.505,6700.02,7867.65,7283.835,Hs.740,focal adhesion kinase (FAK)  
GRID-   5-R8C1,5667.73,7348.41,6508.07,7117.21,8120.14,7618.675,8845.82,8770.9,8808.36,8158.05,8937.68,8547.865,Hs.85844,"Neurotrophictyrosinekinase,receptor,type1"
GRID-   5-R8C2,7323.5,8574.67,7949.085,9981.33,8726.08,9353.705,9470.4,10606.94,10038.67,8971.35,9853.59,9412.47,Hs.81499,"calcium/calmodulin-dependentproteinkinaseIImRNA,partialcds"
GRID-   5-R8C3,7798.35,8787.95,8293.15,7975.17,7705.72,7840.445,8636.09,10369.74,9502.915,7497.66,9472.69,8485.175,Hs.343586,ZincfingerproteinhomologoustoZfp-36inmouse
GRID-   5-R8C4,9684.59,9450.22,9567.405,9442.35,8655.1,9048.725,9637.74,10415.18,10026.46,8024.42,11036.77,9530.595,Hs.1944,"proteintyrosinekinaset-Ror1(Ror1)mRNA,completecds"
GRID-   5-R8C5,8151.87,8634.85,8393.36,7948.8,7248.12,7598.46,8401.09,11435.05,9918.07,6250.43,9892.45,8071.44,Hs.2890,"ProteinkinaseC,gamma"
GRID-   5-R8C6,9661.66,11362.71,10512.185,9414.97,9674.23,9544.6,9857.67,14621.15,12239.41,8554.21,11692.14,10123.175,Hs.79372,MHCclassIpromoterbindingprotein
GRID-   5-R8C7,8720.58,8418.8,8569.69,8987.87,9111.7,9049.785,8674.2,8864.54,8769.37,10185.7,10152.44,10169.07,Hs.1432,ProteinkinaseCsubstrate80K-H
GRID-   5-R8C8,8128.92,8311.44,8220.18,7988.84,8955.01,8471.925,7386.16,8855.44,8120.8,9847.72,9197.57,9522.645,Hs.3260,presenilin 1 (Alzheimer disease 3)
GRID-   5-R8C9,7742.99,9410.89,8576.94,8049.69,9698.43,8874.06,8454.65,8993.85,8724.25,8086.5,10745.52,9416.01,Hs.28219,"Protein phosphatase 2A, regulatory subunit B'alpha-1"
GRID-   5-R8C10,8053.43,8915.6,8484.515,8150.43,10348.45,9249.44,8707.48,8453.99,8580.735,8040.95,8738.87,8389.91,Hs.102497,paxillin 
GRID-   5-R8C11,7460.84,9800.72,8630.78,9448.25,8025.48,8736.865,8368.94,9336.86,8852.9,8427.55,7951.13,8189.34,Hs.82685,"CD47 antigen (Rh-related antigen, integrin-associated signal transducer)"
GRID-   5-R8C12,9194.8,11405.13,10299.965,10358.17,9677.98,10018.075,10236.88,11202.41,10719.645,10537.77,9324.67,9931.22,Hs.76780,protein phosphatase-1 inhibitor  
GRID-   5-R9C1,7513.64,9155.93,8334.785,8237.11,8155.98,8196.545,17041.16,15568.84,16305,12259.36,14210.54,13234.95,Hs.76144,"Platelet-derivedgrowthfactorreceptor,betapolypeptide"
GRID-   5-R9C2,6869.39,8810.01,7839.7,8202.88,7721.14,7962.01,10463.52,10560.73,10512.125,9433.26,11009.95,10221.605,Hs.10755,"dihydropyrimidinase,completecds"
GRID-   5-R9C3,8712.88,9606.65,9159.765,8260.82,8346.04,8303.43,9315.99,10877.69,10096.84,8459.52,11256.92,9858.22,Hs.83636,"Adrenergic,beta,receptorkinase1"
GRID-   5-R9C4,8338.5,8911.57,8625.035,8882.7,7583.55,8233.125,8795.97,9452.05,9124.01,7407.59,14297.61,10852.6,Hs.12409,somatostatinIgeneandflanks
GRID-   5-R9C5,9266.23,9194.98,9230.605,8794.68,7420.46,8107.57,8540.89,9021.29,8781.09,7393.05,34329.7,20861.375,Hs.78793,"ProteinkinaseC,zeta"
GRID-   5-R9C6,9366.71,10633.14,9999.925,9034.94,8915.16,8975.05,9506.89,10505.9,10006.395,8614.71,64057.23,36335.97,Hs.3109,Rho GTPase activating protein 4
GRID-   5-R9C7,8376.81,9890.95,9133.88,8283.75,7692.81,7988.28,9556.4,9293,9424.7,8642.2,12791.77,10716.985,Hs.75562,Receptorprotein-tyrosinekinaseEDDR1
GRID-   5-R9C8,8486.84,9975.49,9231.165,8357.81,9307.47,8832.64,8475.08,9789.79,9132.435,8817.31,10590.53,9703.92,Hs.211562,"ATPbindingcassettetransporter(ABCR)mRNA,completecds"
GRID-   5-R9C9,7902.02,9214.79,8558.405,8238.52,8839.43,8538.975,9321.64,9155.89,9238.765,8083.91,9909.97,8996.94,Hs.119007,RAS-RELATED PROTEIN RAB-4A
GRID-   5-R9C10,8623.24,9964.2,9293.72,8958.32,9162.8,9060.56,8216.07,8529.77,8372.92,8355.79,9288.65,8822.22,Hs.79769,protocadherin 1 (cadherin-like 1)
GRID-   5-R9C11,8813.98,10451.07,9632.525,9066.23,8395.34,8730.785,9287.98,9021.45,9154.715,9192.24,8977.77,9085.005,Hs.180828,"Collagen, type IV, alpha 4"
GRID-   5-R9C12,8807.63,9993.94,9400.785,9320.41,10118.62,9719.515,8553.37,8945,8749.185,12932.71,8394.43,10663.57,Hs.227730,"Integrin,alpha 6"
GRID-   5-R10C1,7340.3,9973.67,8656.985,7459.35,8257.42,7858.385,9524,8428.47,8976.235,8009.39,9442.3,8725.845,Hs.90572,Protein-tyrosinekinase7
GRID-   5-R10C2,8301.81,11001.81,9651.81,8905.26,11038.18,9971.72,15519.66,14907.21,15213.435,12482.34,13869.61,13175.975,Hs.17778,"neuropilin-2(a17)mRNA,completecds"
GRID-   5-R10C3,7702.27,9049.69,8375.98,7552.73,7730.08,7641.405,8925.64,10185.73,9555.685,7694.27,10338.84,9016.555,Hs.79117,CORTICOTROPINRELEASINGFACTORRECEPTOR1
GRID-   5-R10C4,7898.77,8515.24,8207.005,7577.65,7380.04,7478.845,8257.56,9781.53,9019.545,6963.93,30053.2,18508.565,Hs.82240,"syntaxin3mRNA,completecds"
GRID-   5-R10C5,7687.85,7538.76,7613.305,7441.52,6478.11,6959.815,7252.26,8429.54,7840.9,6411.67,100668.35,53540.01,Hs.75082,"Rashomologgenefamily,memberG(rhoG)"
GRID-   5-R10C6,9785.68,8863.12,9324.4,8589.72,7931.64,8260.68,8500.08,9578.43,9039.255,6918.47,44704.29,25811.38,Hs.82979,"Blymphocyteserine/threonineproteinkinasemRNA,completecds"
GRID-   5-R10C7,8667.17,9894.95,9281.06,8302.8,9324.05,8813.425,8573.43,9471.57,9022.5,9727.58,11877.51,10802.545,Hs.78587,"Transporter1,ABC(ATPbindingcassette)"
GRID-   5-R10C8,13894.51,14969.87,14432.19,13970.44,15782.93,14876.685,14712.11,14737.17,14724.64,14713.91,18252.97,16483.44,Hs.9216,"Mch3isoformalpha(Mch3)mRNA,completecds"
GRID-   5-R10C9,9861.23,12140.62,11000.925,9212.65,9613.42,9413.035,9346.41,10014.58,9680.495,10266.51,9784.63,10025.57,Hs.89546,Selectin E (endothelial adhesion molecule 1)
GRID-   5-R10C10,10076.41,9378.9,9727.655,8713.17,11535.13,10124.15,6966.01,8197.18,7581.595,9146.59,8439.19,8792.89,Hs.8180,syntenin (sycl)
GRID-   5-R10C11,11303.87,13842.18,12573.025,12175.66,11734.6,11955.13,11220.38,12961.64,12091.01,11749.3,10568.12,11158.71,Hs.82772,"Collagen, type XI, alpha 1"
GRID-   5-R10C12,8432.47,10715.44,9573.955,10284.01,13039.19,11661.6,9327.85,10582.09,9954.97,13611.28,11582,12596.64,Hs.166373,Nitric oxide synthase 3 (endothelial cell)
GRID-   5-R11C1,4964.29,7582.29,6273.29,6335.9,6438.79,6387.345,9509.19,6606.32,8057.755,5544.98,7997.3,6771.14,Hs.76930,"Synuclein,alpha(nonA4componentofamyloid)"
